trade_id,trade_date,open_time,close_time,instrument,asset_class,direction,entry_price,exit_price,quantity,pnl,risk_amount,strategy,account_id,trader_id
22,2024-04-11,2024-04-11 09:36:00,2024-04-11 09:56:00,ETHUSDT,Crypto,Sell,17869.83,17802.36,5,-219.07,113.11,Scalping,1,104
23,2024-04-23,2024-04-23 14:26:00,2024-04-23 14:37:00,NIFTY,Equity,Sell,7089.17,7121.47,3,302.2,24.16,MeanReversion,3,102
24,2024-01-23,2024-01-23 09:05:00,2024-01-23 12:43:00,NIFTY,Equity,Sell,49345.0,49395.17,1,272.24,47.76,Scalping,1,103
25,2024-06-16,2024-06-16 10:06:00,2024-06-16 12:13:00,EURUSD,Forex,Buy,325.83,363.31,3,315.46,144.3,Breakout,1,103
26,2024-03-11,2024-03-11 12:21:00,2024-03-11 14:40:00,NIFTY,Equity,Sell,36463.91,36527.2,3,271.27,24.07,Scalping,2,103
27,2024-02-01,2024-02-01 11:07:00,2024-02-01 13:57:00,EURUSD,Forex,Buy,17955.36,17880.02,4,-384.13,173.99,Breakout,3,103
28,2024-05-04,2024-05-04 09:01:00,2024-05-04 11:02:00,GBPUSD,Forex,Sell,31183.74,31134.35,4,-169.1,22.08,MeanReversion,3,101
29,2024-02-16,2024-02-16 12:53:00,2024-02-16 14:29:00,BTCUSDT,Crypto,Sell,15583.57,15480.22,5,-174.82,148.63,TrendFollowing,3,105
30,2024-03-16,2024-03-16 14:58:00,2024-03-16 16:27:00,EURUSD,Forex,Buy,31896.0,31956.11,1,387.21,99.72,MeanReversion,2,103
31,2024-06-03,2024-06-03 12:18:00,2024-06-03 14:06:00,ETHUSDT,Crypto,Sell,6023.73,6130.87,5,213.24,154.55,Breakout,2,102
32,2024-07-06,2024-07-06 11:31:00,2024-07-06 14:25:00,NIFTY,Equity,Sell,28085.8,28122.54,2,270.97,103.82,Breakout,1,102
33,2024-01-14,2024-01-14 13:09:00,2024-01-14 16:30:00,ETHUSDT,Crypto,Buy,26160.5,26133.72,2,-72.46,14.83,TrendFollowing,3,102
34,2024-01-21,2024-01-21 09:44:00,2024-01-21 12:09:00,BANKNIFTY,Equity,Buy,5439.18,5372.52,2,-468.57,130.92,MeanReversion,1,104
35,2024-06-24,2024-06-24 11:27:00,2024-06-24 14:49:00,EURUSD,Forex,Sell,15752.08,15756.82,3,8.57,182.44,TrendFollowing,3,104
36,2024-03-07,2024-03-07 12:16:00,2024-03-07 13:33:00,ETHUSDT,Crypto,Buy,12502.15,12462.46,4,-89.62,153.55,Scalping,3,101
37,2024-03-23,2024-03-23 15:06:00,2024-03-23 16:42:00,GBPUSD,Forex,Buy,11478.47,11404.38,1,-423.02,65.05,TrendFollowing,1,102
38,2024-05-23,2024-05-23 09:25:00,2024-05-23 11:30:00,ETHUSDT,Crypto,Sell,8103.0,8174.19,5,429.7,163.54,Scalping,1,105
39,2024-07-01,2024-07-01 12:02:00,2024-07-01 13:45:00,ETHUSDT,Crypto,Buy,31688.52,31728.48,3,371.46,162.7,MeanReversion,3,104
40,2024-02-29,2024-02-29 10:18:00,2024-02-29 11:09:00,ETHUSDT,Crypto,Sell,9369.17,9452.6,2,392.56,112.48,TrendFollowing,1,104
41,2024-06-01,2024-06-01 12:02:00,2024-06-01 14:06:00,BANKNIFTY,Equity,Sell,40381.64,40423.88,1,396.09,70.42,TrendFollowing,1,103
42,2024-04-15,2024-04-15 12:08:00,2024-04-15 15:45:00,BTCUSDT,Crypto,Buy,5547.09,5514.84,4,-272.06,91.15,Breakout,3,102
43,2024-06-02,2024-06-02 10:18:00,2024-06-02 11:14:00,NIFTY,Equity,Buy,40909.84,40964.51,3,360.73,11.32,Breakout,3,101
44,2024-01-16,2024-01-16 13:47:00,2024-01-16 17:30:00,EURUSD,Forex,Sell,25561.83,25519.79,2,-82.59,52.2,Scalping,2,101
45,2024-01-30,2024-01-30 15:54:00,2024-01-30 19:43:00,ETHUSDT,Crypto,Sell,6037.28,6010.48,1,-162.38,189.15,Scalping,3,101
46,2024-07-18,2024-07-18 09:24:00,2024-07-18 13:19:00,EURUSD,Forex,Buy,16193.99,16196.56,2,18.79,143.57,Breakout,1,103
47,2024-06-06,2024-06-06 10:14:00,2024-06-06 11:55:00,BTCUSDT,Crypto,Buy,18213.3,18370.11,1,471.78,192.86,Scalping,1,105
48,2024-06-06,2024-06-06 14:23:00,2024-06-06 16:50:00,EURUSD,Forex,Buy,12626.53,12626.08,1,-2.75,67.17,Scalping,2,103
49,2024-03-31,2024-03-31 11:09:00,2024-03-31 14:53:00,EURUSD,Forex,Buy,14277.78,14189.79,1,-463.11,125.82,TrendFollowing,2,105
50,2024-05-10,2024-05-10 10:56:00,2024-05-10 13:04:00,GBPUSD,Forex,Buy,25158.82,25029.04,1,-448.52,62.94,Scalping,1,105
51,2024-05-19,2024-05-19 15:44:00,2024-05-19 18:05:00,EURUSD,Forex,Sell,45417.88,45377.0,2,-260.44,37.53,MeanReversion,3,104
52,2024-07-01,2024-07-01 14:06:00,2024-07-01 15:53:00,BTCUSDT,Crypto,Sell,24498.17,24564.91,2,485.65,55.99,TrendFollowing,2,103
53,2024-04-03,2024-04-03 12:53:00,2024-04-03 13:07:00,BTCUSDT,Crypto,Sell,33623.17,33671.0,1,261.62,55.15,TrendFollowing,3,105
54,2024-03-26,2024-03-26 13:07:00,2024-03-26 15:49:00,GBPUSD,Forex,Sell,36424.41,36406.98,1,-132.22,130.14,Breakout,1,103
55,2024-04-25,2024-04-25 14:29:00,2024-04-25 16:48:00,BANKNIFTY,Equity,Buy,31694.81,31699.35,4,35.77,27.16,MeanReversion,2,104
56,2024-04-12,2024-04-12 12:29:00,2024-04-12 14:23:00,GBPUSD,Forex,Sell,41773.36,41733.95,2,-179.22,45.44,MeanReversion,1,102
57,2024-06-17,2024-06-17 11:56:00,2024-06-17 12:22:00,NIFTY,Equity,Sell,2086.72,2104.01,1,90.89,138.74,MeanReversion,3,103
58,2024-01-12,2024-01-12 15:05:00,2024-01-12 18:24:00,BANKNIFTY,Equity,Buy,878.56,879.93,1,12.09,53.03,Breakout,1,105
59,2024-04-11,2024-04-11 12:23:00,2024-04-11 13:00:00,BANKNIFTY,Equity,Buy,32276.38,32237.06,1,-325.63,141.28,Breakout,3,102
60,2024-07-13,2024-07-13 14:17:00,2024-07-13 17:24:00,NIFTY,Equity,Sell,19367.43,19429.5,5,436.73,36.13,Scalping,3,105
61,2024-06-12,2024-06-12 11:14:00,2024-06-12 13:50:00,ETHUSDT,Crypto,Buy,17086.26,17003.71,4,-386.53,185.69,TrendFollowing,3,102
62,2024-02-17,2024-02-17 12:53:00,2024-02-17 15:25:00,BANKNIFTY,Equity,Buy,43873.1,43844.56,3,-242.06,135.4,MeanReversion,2,104
63,2024-01-16,2024-01-16 15:07:00,2024-01-16 16:38:00,BANKNIFTY,Equity,Sell,40870.25,40891.42,2,55.2,110.63,MeanReversion,3,105
64,2024-07-03,2024-07-03 11:29:00,2024-07-03 13:35:00,NIFTY,Equity,Sell,12130.52,12047.62,5,-406.9,180.47,Breakout,1,104
65,2024-03-10,2024-03-10 09:49:00,2024-03-10 11:33:00,GBPUSD,Forex,Buy,45025.88,45042.15,3,133.1,74.42,Breakout,3,102
66,2024-02-25,2024-02-25 14:51:00,2024-02-25 18:44:00,NIFTY,Equity,Sell,17493.02,17536.46,5,225.96,180.45,MeanReversion,2,101
67,2024-02-05,2024-02-05 13:35:00,2024-02-05 14:00:00,EURUSD,Forex,Buy,44359.97,44397.31,5,279.88,131.99,MeanReversion,3,102
68,2024-03-18,2024-03-18 12:40:00,2024-03-18 16:33:00,BANKNIFTY,Equity,Sell,4252.79,4195.1,5,-338.37,180.73,Scalping,2,103
69,2024-02-08,2024-02-08 09:12:00,2024-02-08 10:53:00,ETHUSDT,Crypto,Sell,30341.13,30157.98,3,-490.8,29.28,TrendFollowing,3,101
70,2024-02-01,2024-02-01 14:28:00,2024-02-01 14:57:00,BTCUSDT,Crypto,Sell,33191.91,33073.26,4,-494.94,40.55,Scalping,2,101
71,2024-05-09,2024-05-09 15:44:00,2024-05-09 17:55:00,BTCUSDT,Crypto,Sell,27459.25,27481.37,5,191.9,133.87,TrendFollowing,3,103
72,2024-02-14,2024-02-14 10:19:00,2024-02-14 14:17:00,NIFTY,Equity,Sell,11252.25,11397.4,4,212.18,55.08,Breakout,1,102
73,2024-01-19,2024-01-19 10:42:00,2024-01-19 13:29:00,BTCUSDT,Crypto,Buy,16303.71,16355.91,4,246.49,133.43,Breakout,1,105
74,2024-04-09,2024-04-09 14:21:00,2024-04-09 15:36:00,NIFTY,Equity,Buy,42468.71,42524.74,3,157.61,117.98,TrendFollowing,3,105
75,2024-01-11,2024-01-11 13:44:00,2024-01-11 17:29:00,NIFTY,Equity,Sell,4729.05,4712.91,2,-132.28,60.39,TrendFollowing,1,104
76,2024-07-14,2024-07-14 10:55:00,2024-07-14 14:29:00,EURUSD,Forex,Buy,12237.28,12285.73,1,473.01,84.69,Scalping,2,104
77,2024-04-08,2024-04-08 09:51:00,2024-04-08 12:26:00,BANKNIFTY,Equity,Buy,44607.73,44622.07,2,131.14,161.01,Scalping,3,104
78,2024-06-26,2024-06-26 09:23:00,2024-06-26 10:15:00,BTCUSDT,Crypto,Buy,25156.72,25203.6,5,76.9,103.58,Breakout,3,104
79,2024-06-13,2024-06-13 15:02:00,2024-06-13 18:14:00,GBPUSD,Forex,Buy,9802.39,9886.23,5,222.45,63.35,TrendFollowing,3,102
80,2024-07-12,2024-07-12 14:23:00,2024-07-12 17:28:00,EURUSD,Forex,Sell,1264.58,1286.83,3,145.47,43.65,Breakout,2,105
81,2024-07-10,2024-07-10 11:42:00,2024-07-10 15:03:00,BANKNIFTY,Equity,Buy,47025.91,47248.52,5,453.93,183.82,MeanReversion,1,103
82,2024-05-30,2024-05-30 11:47:00,2024-05-30 14:36:00,EURUSD,Forex,Sell,18539.43,18196.26,1,-484.54,186.38,MeanReversion,3,103
83,2024-02-22,2024-02-22 13:35:00,2024-02-22 14:32:00,BANKNIFTY,Equity,Buy,21437.8,21540.63,1,466.65,193.09,MeanReversion,1,105
84,2024-01-26,2024-01-26 15:18:00,2024-01-26 17:45:00,GBPUSD,Forex,Buy,42657.82,42621.98,1,-205.55,83.17,MeanReversion,1,104
85,2024-01-19,2024-01-19 14:29:00,2024-01-19 15:03:00,BANKNIFTY,Equity,Sell,42564.28,42529.41,1,-183.08,42.2,MeanReversion,1,105
86,2024-04-30,2024-04-30 14:22:00,2024-04-30 17:19:00,ETHUSDT,Crypto,Sell,27862.22,28214.36,3,436.15,142.25,Scalping,3,102
87,2024-04-24,2024-04-24 10:35:00,2024-04-24 11:51:00,GBPUSD,Forex,Buy,28524.56,28299.04,4,-402.82,126.85,MeanReversion,3,105
88,2024-06-25,2024-06-25 10:19:00,2024-06-25 11:50:00,EURUSD,Forex,Sell,49503.19,49454.51,1,-359.92,108.48,Breakout,3,101
89,2024-06-01,2024-06-01 12:18:00,2024-06-01 13:41:00,BTCUSDT,Crypto,Sell,43874.78,43945.96,2,240.77,142.43,MeanReversion,3,105
90,2024-02-27,2024-02-27 14:51:00,2024-02-27 15:16:00,ETHUSDT,Crypto,Buy,35139.08,35086.05,3,-140.51,65.78,MeanReversion,3,104
91,2024-05-01,2024-05-01 10:27:00,2024-05-01 11:15:00,EURUSD,Forex,Sell,40477.59,40510.57,3,310.11,174.74,Breakout,1,102
92,2024-02-07,2024-02-07 12:09:00,2024-02-07 12:48:00,EURUSD,Forex,Sell,45666.37,45667.6,2,11.34,105.29,TrendFollowing,1,102
93,2024-05-30,2024-05-30 12:51:00,2024-05-30 13:10:00,GBPUSD,Forex,Sell,39924.84,39982.04,2,149.96,143.37,MeanReversion,2,102
94,2024-05-11,2024-05-11 11:44:00,2024-05-11 14:17:00,GBPUSD,Forex,Buy,39799.84,39897.68,5,390.01,74.22,Scalping,1,104
95,2024-03-06,2024-03-06 09:26:00,2024-03-06 12:01:00,EURUSD,Forex,Buy,18810.37,18442.81,3,-406.02,119.87,MeanReversion,2,105
96,2024-01-25,2024-01-25 15:07:00,2024-01-25 17:32:00,GBPUSD,Forex,Buy,1845.32,1838.2,4,-34.4,113.1,TrendFollowing,2,102
97,2024-01-23,2024-01-23 09:07:00,2024-01-23 10:14:00,BANKNIFTY,Equity,Buy,14362.74,14376.38,5,90.83,15.8,MeanReversion,3,101
98,2024-04-07,2024-04-07 15:55:00,2024-04-07 19:39:00,GBPUSD,Forex,Buy,1915.54,1964.37,1,322.6,78.44,MeanReversion,3,105
99,2024-01-05,2024-01-05 09:42:00,2024-01-05 10:25:00,EURUSD,Forex,Buy,6396.67,6401.65,2,22.24,156.3,TrendFollowing,3,104
100,2024-06-16,2024-06-16 12:31:00,2024-06-16 13:39:00,EURUSD,Forex,Sell,10830.26,10855.99,4,122.89,26.22,Scalping,2,104
101,2024-06-23,2024-06-23 10:52:00,2024-06-23 14:15:00,BTCUSDT,Crypto,Buy,2631.5,2635.08,3,31.35,112.72,TrendFollowing,1,102
102,2024-01-20,2024-01-20 12:51:00,2024-01-20 14:50:00,BANKNIFTY,Equity,Buy,31889.62,31969.05,4,226.09,195.41,Breakout,2,104
103,2024-03-12,2024-03-12 09:06:00,2024-03-12 11:33:00,BTCUSDT,Crypto,Buy,25839.2,25781.19,1,-177.04,161.09,Breakout,3,103
104,2024-04-27,2024-04-27 10:02:00,2024-04-27 13:57:00,BTCUSDT,Crypto,Buy,13578.07,13566.58,2,-61.03,24.91,TrendFollowing,2,101
105,2024-01-08,2024-01-08 11:56:00,2024-01-08 13:55:00,BTCUSDT,Crypto,Sell,1316.27,1391.59,4,462.65,168.84,Breakout,2,102
106,2024-05-12,2024-05-12 14:29:00,2024-05-12 17:09:00,BTCUSDT,Crypto,Buy,34813.91,34760.25,3,-91.05,42.93,MeanReversion,3,101
107,2024-07-08,2024-07-08 15:08:00,2024-07-08 15:58:00,GBPUSD,Forex,Buy,7864.03,7824.21,2,-249.76,114.35,Breakout,3,102
108,2024-05-27,2024-05-27 13:15:00,2024-05-27 14:04:00,BANKNIFTY,Equity,Buy,35744.07,35760.94,1,160.2,63.19,TrendFollowing,1,105
109,2024-02-07,2024-02-07 13:41:00,2024-02-07 15:10:00,BANKNIFTY,Equity,Buy,47745.52,47817.33,1,237.9,115.33,MeanReversion,1,103
110,2024-07-15,2024-07-15 12:11:00,2024-07-15 13:38:00,EURUSD,Forex,Sell,30605.45,30595.98,1,-80.4,57.07,Breakout,3,102
111,2024-07-13,2024-07-13 15:57:00,2024-07-13 19:13:00,GBPUSD,Forex,Buy,17830.84,17868.25,1,257.85,12.73,TrendFollowing,1,104
112,2024-07-07,2024-07-07 11:44:00,2024-07-07 15:11:00,BANKNIFTY,Equity,Sell,5847.83,5776.24,1,-454.0,17.74,MeanReversion,1,102
113,2024-01-20,2024-01-20 14:42:00,2024-01-20 18:41:00,NIFTY,Equity,Sell,42780.26,42854.84,2,203.66,100.09,Breakout,3,105
114,2024-03-30,2024-03-30 11:41:00,2024-03-30 14:34:00,NIFTY,Equity,Buy,4936.82,4932.45,4,-8.38,99.96,TrendFollowing,3,102
115,2024-01-27,2024-01-27 15:39:00,2024-01-27 18:41:00,NIFTY,Equity,Buy,8701.43,8694.04,1,-66.15,85.72,TrendFollowing,1,103
116,2024-05-05,2024-05-05 11:53:00,2024-05-05 13:28:00,BTCUSDT,Crypto,Buy,30811.71,30839.6,5,135.09,18.61,Breakout,2,103
117,2024-06-12,2024-06-12 15:53:00,2024-06-12 18:58:00,BTCUSDT,Crypto,Buy,18761.9,18781.16,2,125.86,105.6,MeanReversion,2,101
118,2024-04-12,2024-04-12 10:11:00,2024-04-12 12:04:00,BANKNIFTY,Equity,Buy,42831.67,42851.95,3,158.69,40.96,Breakout,2,104
119,2024-07-05,2024-07-05 14:25:00,2024-07-05 14:58:00,ETHUSDT,Crypto,Sell,3574.91,3615.3,1,142.42,15.04,Scalping,3,101
120,2024-07-04,2024-07-04 14:32:00,2024-07-04 15:10:00,GBPUSD,Forex,Sell,29309.49,29424.47,2,440.23,119.34,TrendFollowing,1,104
121,2024-04-25,2024-04-25 15:57:00,2024-04-25 16:13:00,EURUSD,Forex,Buy,19439.09,19454.05,2,143.29,97.07,Scalping,2,101
122,2024-02-02,2024-02-02 09:12:00,2024-02-02 11:06:00,GBPUSD,Forex,Buy,27303.56,27432.2,2,441.46,83.36,Breakout,3,105
123,2024-03-28,2024-03-28 13:25:00,2024-03-28 16:16:00,BTCUSDT,Crypto,Buy,48061.47,48109.37,3,405.35,47.2,Breakout,3,105
124,2024-03-16,2024-03-16 15:25:00,2024-03-16 15:44:00,BANKNIFTY,Equity,Sell,3514.6,3320.56,5,-399.22,13.46,Breakout,2,105
125,2024-04-20,2024-04-20 14:16:00,2024-04-20 17:36:00,NIFTY,Equity,Sell,4767.43,4884.05,1,183.01,23.53,Scalping,1,103
126,2024-06-20,2024-06-20 09:28:00,2024-06-20 12:25:00,ETHUSDT,Crypto,Sell,15982.83,16300.74,1,344.88,14.42,Breakout,1,102
127,2024-06-14,2024-06-14 11:01:00,2024-06-14 14:57:00,ETHUSDT,Crypto,Buy,40732.7,40706.98,1,-218.15,32.45,Scalping,1,101
128,2024-05-01,2024-05-01 14:55:00,2024-05-01 17:21:00,GBPUSD,Forex,Buy,34852.02,34866.33,3,128.94,176.72,Scalping,1,104
129,2024-01-08,2024-01-08 10:27:00,2024-01-08 12:32:00,ETHUSDT,Crypto,Sell,36766.8,36821.97,3,303.48,63.59,MeanReversion,1,101
130,2024-02-24,2024-02-24 12:53:00,2024-02-24 13:35:00,BANKNIFTY,Equity,Sell,8913.11,8954.05,5,250.61,163.3,TrendFollowing,2,101
131,2024-05-11,2024-05-11 14:55:00,2024-05-11 18:07:00,BANKNIFTY,Equity,Sell,49525.73,49516.06,4,-87.38,80.68,Breakout,3,104
132,2024-06-12,2024-06-12 11:39:00,2024-06-12 15:36:00,BTCUSDT,Crypto,Sell,38831.83,38815.37,4,-159.2,186.84,Scalping,2,105
133,2024-01-25,2024-01-25 09:35:00,2024-01-25 09:46:00,GBPUSD,Forex,Buy,42927.72,42868.81,4,-71.01,152.67,Scalping,3,105
134,2024-01-04,2024-01-04 13:33:00,2024-01-04 14:41:00,ETHUSDT,Crypto,Buy,37739.42,37656.22,3,-396.88,181.49,Scalping,2,102
135,2024-03-03,2024-03-03 10:52:00,2024-03-03 13:20:00,GBPUSD,Forex,Sell,25287.36,25329.26,3,326.46,70.81,TrendFollowing,1,103
136,2024-01-01,2024-01-01 11:47:00,2024-01-01 12:54:00,ETHUSDT,Crypto,Buy,44781.39,44690.03,2,-110.8,12.06,Breakout,3,105
137,2024-01-19,2024-01-19 09:49:00,2024-01-19 12:06:00,BTCUSDT,Crypto,Buy,45273.83,45203.38,4,-408.71,70.67,MeanReversion,3,104
138,2024-03-24,2024-03-24 10:50:00,2024-03-24 13:35:00,NIFTY,Equity,Sell,47505.6,47794.72,5,450.61,118.95,Scalping,2,102
139,2024-04-27,2024-04-27 09:02:00,2024-04-27 12:10:00,NIFTY,Equity,Buy,31610.27,31604.6,2,-51.55,65.71,Breakout,2,105
140,2024-03-08,2024-03-08 12:25:00,2024-03-08 13:24:00,BANKNIFTY,Equity,Sell,16466.79,16504.78,4,172.52,152.95,Breakout,3,101
141,2024-03-10,2024-03-10 10:21:00,2024-03-10 14:14:00,NIFTY,Equity,Buy,39589.37,39633.72,5,289.62,27.33,Scalping,3,103
142,2024-05-01,2024-05-01 15:01:00,2024-05-01 18:29:00,GBPUSD,Forex,Buy,24746.29,24649.97,5,-442.44,114.41,TrendFollowing,2,104
143,2024-04-07,2024-04-07 09:25:00,2024-04-07 12:05:00,BTCUSDT,Crypto,Sell,22104.45,22438.14,5,387.7,76.67,Scalping,3,105
144,2024-03-13,2024-03-13 14:50:00,2024-03-13 17:34:00,BANKNIFTY,Equity,Buy,5897.5,5788.55,2,-357.01,154.69,Breakout,1,104
145,2024-06-14,2024-06-14 10:41:00,2024-06-14 11:13:00,ETHUSDT,Crypto,Buy,30929.99,30804.27,3,-398.88,25.98,Scalping,1,105
146,2024-05-13,2024-05-13 13:56:00,2024-05-13 17:52:00,BTCUSDT,Crypto,Buy,35063.41,34840.81,5,-427.24,166.15,TrendFollowing,2,104
147,2024-03-27,2024-03-27 13:14:00,2024-03-27 15:29:00,BTCUSDT,Crypto,Buy,35326.8,35283.81,5,-418.65,26.12,TrendFollowing,1,105
148,2024-06-16,2024-06-16 11:49:00,2024-06-16 14:54:00,GBPUSD,Forex,Buy,49332.65,49284.15,1,-125.73,80.42,Breakout,3,105
149,2024-06-05,2024-06-05 12:35:00,2024-06-05 15:01:00,EURUSD,Forex,Buy,40649.34,40717.1,1,447.25,197.34,TrendFollowing,2,105
150,2024-06-29,2024-06-29 12:36:00,2024-06-29 13:15:00,GBPUSD,Forex,Sell,37681.24,37663.13,3,-123.74,25.87,MeanReversion,3,105
151,2024-01-28,2024-01-28 11:51:00,2024-01-28 14:37:00,ETHUSDT,Crypto,Sell,38868.49,38874.41,2,58.4,90.6,Breakout,2,104
152,2024-01-12,2024-01-12 15:05:00,2024-01-12 17:21:00,GBPUSD,Forex,Buy,45322.4,45264.2,5,-388.8,103.6,Breakout,1,104
153,2024-06-26,2024-06-26 10:17:00,2024-06-26 14:12:00,EURUSD,Forex,Sell,617.11,613.49,4,-31.34,20.7,MeanReversion,2,105
154,2024-05-23,2024-05-23 15:40:00,2024-05-23 17:06:00,BTCUSDT,Crypto,Buy,5984.95,5886.34,1,-382.47,133.35,Scalping,2,104
155,2024-01-28,2024-01-28 12:48:00,2024-01-28 13:30:00,EURUSD,Forex,Buy,37314.94,37338.33,2,83.37,192.81,TrendFollowing,3,101
156,2024-01-30,2024-01-30 13:57:00,2024-01-30 16:12:00,BANKNIFTY,Equity,Buy,18774.79,18720.0,2,-214.29,175.03,TrendFollowing,1,102
157,2024-01-06,2024-01-06 13:44:00,2024-01-06 14:16:00,NIFTY,Equity,Sell,11218.61,11271.83,3,463.22,12.31,Scalping,2,105
158,2024-01-08,2024-01-08 11:51:00,2024-01-08 13:40:00,ETHUSDT,Crypto,Buy,48495.45,48346.77,5,-456.84,179.32,MeanReversion,1,102
159,2024-06-28,2024-06-28 10:21:00,2024-06-28 11:10:00,ETHUSDT,Crypto,Sell,26408.67,26540.54,3,492.96,24.02,MeanReversion,3,104
160,2024-07-08,2024-07-08 13:54:00,2024-07-08 16:56:00,NIFTY,Equity,Sell,27715.02,27791.96,3,469.3,109.39,Breakout,1,105
161,2024-05-26,2024-05-26 11:22:00,2024-05-26 14:49:00,GBPUSD,Forex,Sell,31488.46,31511.24,1,195.75,96.36,Scalping,3,102
162,2024-03-03,2024-03-03 14:53:00,2024-03-03 18:21:00,GBPUSD,Forex,Sell,31396.53,31414.47,5,84.31,181.22,Scalping,2,101
163,2024-06-11,2024-06-11 13:16:00,2024-06-11 15:23:00,GBPUSD,Forex,Buy,2320.05,2283.67,2,-219.04,190.58,TrendFollowing,3,105
164,2024-06-04,2024-06-04 14:37:00,2024-06-04 18:10:00,BTCUSDT,Crypto,Buy,44518.68,44512.63,4,-44.34,127.83,TrendFollowing,3,105
165,2024-06-04,2024-06-04 13:15:00,2024-06-04 13:28:00,ETHUSDT,Crypto,Sell,13905.19,13852.99,2,-311.88,98.1,MeanReversion,1,102
166,2024-03-26,2024-03-26 15:45:00,2024-03-26 16:41:00,EURUSD,Forex,Buy,17699.94,17729.18,4,83.66,24.77,Scalping,3,102
167,2024-02-25,2024-02-25 12:22:00,2024-02-25 14:54:00,BANKNIFTY,Equity,Sell,48721.02,48769.65,3,486.21,142.65,TrendFollowing,2,101
168,2024-07-03,2024-07-03 15:20:00,2024-07-03 18:52:00,ETHUSDT,Crypto,Buy,26828.01,26732.77,5,-190.47,164.62,Scalping,1,105
169,2024-07-12,2024-07-12 12:00:00,2024-07-12 15:32:00,GBPUSD,Forex,Buy,34252.32,34176.53,5,-337.38,183.08,Breakout,1,102
170,2024-02-01,2024-02-01 15:46:00,2024-02-01 16:29:00,NIFTY,Equity,Sell,41135.74,41185.09,1,449.8,147.89,MeanReversion,2,101
